vendor_id,vendor_name,country,city,cuisine_type,vendor_tier,rating,avg_prep_time_min,is_active,total_orders,avg_order_value,avg_discount,avg_affordability_score,avg_delivery_fee,total_revenue,unique_customers,avg_items_per_order,affordability_segment,performance_tier
V00039,Restaurant_39,Saudi Arabia,Istanbul,Indian,Standard,4.8,15,True,42,58.49,5.93,0.512,2.74,2207.82,42,4.0,Mid Affordability,Low Performer
V00238,Restaurant_238,Saudi Arabia,Taipei,Italian,Budget,5.0,10,True,42,63.23,8.76,0.473,2.97,2287.52,42,3.3,Mid Affordability,Low Performer
V00947,Restaurant_947,Germany,Dubai,Mexican,Standard,4.0,33,True,42,70.27,8.57,0.414,3.0,2591.67,42,3.5,Mid Affordability,Low Performer
V00759,Restaurant_759,Taiwan,Berlin,Indian,Standard,2.6,20,True,59,63.96,7.73,0.467,2.71,3317.64,59,3.7,Mid Affordability,Low Performer
V00574,Restaurant_574,Bosnia,Istanbul,Fast Food,Budget,3.2,10,True,47,68.53,7.71,0.429,3.01,2858.66,47,4.1,Mid Affordability,Low Performer
V00231,Restaurant_231,UAE,Istanbul,Mexican,Premium,4.5,26,True,47,57.0,7.45,0.525,2.63,2329.21,47,4.3,Mid Affordability,Low Performer
V00052,Restaurant_52,UAE,Dhaka,Healthy,Standard,4.1,26,True,64,57.02,7.73,0.525,3.36,3154.54,63,4.0,Mid Affordability,Low Performer
V00542,Restaurant_542,Saudi Arabia,Berlin,Dessert,Standard,4.7,12,True,51,66.51,8.57,0.446,3.48,2954.98,51,3.7,Mid Affordability,Low Performer
V00567,Restaurant_567,Taiwan,Dhaka,Healthy,Premium,4.5,33,True,47,65.14,7.38,0.457,2.74,2714.62,47,4.1,Mid Affordability,Low Performer
V00278,Restaurant_278,UAE,Dubai,Italian,Standard,4.4,12,True,50,62.53,5.94,0.479,3.19,2829.39,50,4.0,Mid Affordability,Low Performer
V00328,Restaurant_328,Saudi Arabia,Dubai,Italian,Standard,3.8,30,True,53,55.16,6.61,0.54,2.65,2573.1,53,3.7,Mid Affordability,Low Performer
V00169,Restaurant_169,Germany,Dubai,Fast Food,Budget,4.5,35,True,54,57.33,8.09,0.522,3.16,2658.97,54,4.3,Mid Affordability,Low Performer
V00269,Restaurant_269,Bangladesh,Dhaka,Italian,Standard,3.1,38,True,48,63.18,6.54,0.473,3.09,2718.41,48,3.6,Mid Affordability,Low Performer
V00251,Restaurant_251,Bosnia,Dubai,Asian,Standard,4.6,13,True,38,59.35,7.18,0.505,2.75,1982.56,38,3.9,Mid Affordability,Low Performer
V00742,Restaurant_742,Saudi Arabia,Riyadh,Fast Food,Standard,4.0,25,False,48,56.43,7.69,0.53,3.28,2339.68,48,4.3,Mid Affordability,Low Performer
V00121,Restaurant_121,Germany,Berlin,Healthy,Standard,3.3,34,True,53,55.65,7.58,0.536,2.71,2547.96,53,4.2,Mid Affordability,Low Performer
V00604,Restaurant_604,Germany,Berlin,Fast Food,Budget,3.7,15,True,44,59.63,6.97,0.503,3.29,2317.24,44,4.5,Mid Affordability,Low Performer
V00931,Restaurant_931,Taiwan,Berlin,Asian,Standard,3.1,40,True,47,65.7,7.99,0.453,3.02,2712.38,47,3.6,Mid Affordability,Low Performer
V00195,Restaurant_195,UAE,Dubai,Italian,Standard,3.5,33,False,33,49.79,6.94,0.585,2.73,1413.98,33,3.8,Mid Affordability,Low Performer
V00858,Restaurant_858,Turkey,Berlin,Indian,Standard,3.3,33,True,42,64.51,7.95,0.462,3.24,2375.63,42,3.5,Mid Affordability,Low Performer
V00639,Restaurant_639,Turkey,Istanbul,Mexican,Standard,2.6,23,True,45,72.48,8.07,0.396,3.51,2898.57,44,3.6,Low Affordability,Low Performer
V00472,Restaurant_472,Taiwan,Sarajevo,Mexican,Standard,4.2,31,True,49,64.36,6.64,0.464,2.83,2827.97,49,3.8,Mid Affordability,Low Performer
V00942,Restaurant_942,Taiwan,Dubai,Fast Food,Standard,3.1,20,False,36,61.92,8.3,0.484,3.37,1930.57,36,3.8,Mid Affordability,Low Performer
V00880,Restaurant_880,Taiwan,Dhaka,Healthy,Premium,3.0,32,True,57,53.29,8.04,0.556,2.91,2578.88,57,4.0,Mid Affordability,Low Performer
V00279,Restaurant_279,UAE,Taipei,Italian,Budget,2.6,33,True,41,66.93,7.54,0.442,2.92,2435.19,41,4.3,Mid Affordability,Low Performer
V00037,Restaurant_37,Turkey,Dubai,Mexican,Budget,4.5,12,False,45,63.08,7.43,0.474,2.97,2504.14,44,4.2,Mid Affordability,Low Performer
V00860,Restaurant_860,Turkey,Dhaka,Italian,Standard,3.6,43,False,36,59.96,8.18,0.5,3.58,1864.34,36,3.3,Mid Affordability,Low Performer
V00235,Restaurant_235,Germany,Istanbul,Fast Food,Standard,2.6,36,True,38,63.87,7.91,0.468,2.59,2126.51,37,3.7,Mid Affordability,Low Performer
V00504,Restaurant_504,Saudi Arabia,Taipei,Indian,Budget,2.5,19,True,44,59.96,7.22,0.5,2.92,2320.51,44,3.6,Mid Affordability,Low Performer
V00706,Restaurant_706,Saudi Arabia,Dhaka,Italian,Premium,2.6,22,True,49,67.9,7.87,0.434,2.32,2941.29,49,3.9,Mid Affordability,Low Performer
V00562,Restaurant_562,Bosnia,Dhaka,Asian,Standard,4.2,20,True,46,57.75,7.56,0.519,2.99,2308.5,46,3.7,Mid Affordability,Low Performer
V00876,Restaurant_876,Taiwan,Berlin,Healthy,Standard,4.3,32,True,40,61.85,7.22,0.484,3.24,2185.03,40,4.2,Mid Affordability,Low Performer
V00419,Restaurant_419,Taiwan,Taipei,Fast Food,Standard,4.7,42,True,50,63.57,6.78,0.47,3.01,2839.79,50,3.7,Mid Affordability,Low Performer
V00262,Restaurant_262,Saudi Arabia,Dubai,Indian,Standard,2.5,14,True,42,55.82,7.83,0.535,2.7,2015.53,42,3.8,Mid Affordability,Low Performer
V00286,Restaurant_286,Bangladesh,Dhaka,Mexican,Standard,3.3,12,True,40,66.21,7.39,0.448,3.65,2352.88,40,3.9,Mid Affordability,Low Performer
V00752,Restaurant_752,Taiwan,Dubai,Asian,Budget,3.4,25,True,42,54.03,7.51,0.55,2.98,1953.74,42,4.7,Mid Affordability,Low Performer
V00623,Restaurant_623,Taiwan,Dhaka,Turkish,Standard,3.3,30,True,53,60.66,7.56,0.494,3.41,2814.63,53,3.9,Mid Affordability,Low Performer
V00894,Restaurant_894,Bosnia,Berlin,Italian,Standard,3.9,38,True,37,56.07,8.0,0.533,3.05,1778.3,37,4.6,Mid Affordability,Low Performer
V00855,Restaurant_855,Saudi Arabia,Riyadh,Asian,Standard,3.0,29,True,56,62.23,7.24,0.481,3.28,3079.17,56,3.9,Mid Affordability,Low Performer
V00163,Restaurant_163,Turkey,Taipei,Mexican,Premium,4.1,40,True,40,63.09,7.26,0.474,3.1,2233.24,40,4.1,Mid Affordability,Low Performer
V00327,Restaurant_327,Germany,Sarajevo,Mexican,Standard,4.4,34,True,53,58.65,8.05,0.511,2.79,2681.99,52,4.2,Mid Affordability,Low Performer
V00625,Restaurant_625,UAE,Istanbul,Turkish,Standard,4.5,15,True,49,66.39,7.7,0.447,2.73,2875.63,48,3.4,Mid Affordability,Low Performer
V00564,Restaurant_564,Saudi Arabia,Riyadh,Healthy,Budget,4.6,13,True,38,68.34,7.69,0.43,2.53,2304.45,38,3.5,Mid Affordability,Low Performer
V00802,Restaurant_802,Germany,Sarajevo,Fast Food,Standard,3.2,24,True,44,62.81,7.22,0.477,2.9,2446.13,44,3.4,Mid Affordability,Low Performer
V00048,Restaurant_48,Saudi Arabia,Istanbul,Turkish,Premium,3.8,22,False,37,63.66,7.39,0.469,3.18,2081.95,37,4.6,Mid Affordability,Low Performer
V00055,Restaurant_55,Germany,Berlin,Indian,Standard,3.4,44,True,48,60.5,7.78,0.496,3.1,2530.21,48,4.5,Mid Affordability,Low Performer
V00882,Restaurant_882,Turkey,Riyadh,Asian,Standard,4.7,19,True,41,66.08,7.75,0.449,2.91,2391.43,41,4.0,Mid Affordability,Low Performer
V00607,Restaurant_607,Saudi Arabia,Riyadh,Turkish,Budget,4.6,14,True,46,63.77,7.96,0.469,2.91,2567.59,46,3.9,Mid Affordability,Low Performer
V00937,Restaurant_937,Bangladesh,Dhaka,Italian,Standard,2.7,21,True,43,70.88,6.3,0.409,2.89,2776.91,43,3.9,Mid Affordability,Low Performer
V00040,Restaurant_40,Bosnia,Taipei,Healthy,Premium,4.7,30,True,38,68.78,6.5,0.427,2.93,2366.56,38,3.8,Mid Affordability,Low Performer
V00596,Restaurant_596,Saudi Arabia,Sarajevo,Indian,Budget,4.6,34,True,46,66.05,6.91,0.449,2.99,2720.52,46,4.2,Mid Affordability,Low Performer
V00051,Restaurant_51,Taiwan,Taipei,Asian,Standard,4.4,31,True,47,59.74,7.22,0.502,2.68,2468.53,47,4.3,Mid Affordability,Low Performer
V00230,Restaurant_230,Bangladesh,Dhaka,Mexican,Premium,2.6,23,False,50,57.3,8.22,0.522,3.14,2454.09,50,3.8,Mid Affordability,Low Performer
V00495,Restaurant_495,Turkey,Dhaka,Healthy,Premium,2.8,39,True,46,62.79,6.36,0.477,2.65,2595.38,46,4.4,Mid Affordability,Low Performer
V00218,Restaurant_218,Bangladesh,Istanbul,Healthy,Budget,4.5,41,True,44,60.51,6.44,0.496,2.61,2379.11,44,4.5,Mid Affordability,Low Performer
V00200,Restaurant_200,Taiwan,Dubai,Fast Food,Premium,4.0,19,False,43,65.69,6.94,0.452,3.0,2526.0,43,4.8,Mid Affordability,Low Performer
V00264,Restaurant_264,Bosnia,Istanbul,Mexican,Standard,2.7,23,False,46,60.16,6.41,0.499,3.0,2472.23,45,4.5,Mid Affordability,Low Performer
V00505,Restaurant_505,Taiwan,Taipei,Indian,Standard,3.7,18,True,36,58.41,7.29,0.513,3.04,1840.59,36,4.2,Mid Affordability,Low Performer
V00220,Restaurant_220,Germany,Dhaka,Fast Food,Budget,4.0,38,True,53,66.52,6.9,0.446,3.14,3159.85,53,4.0,Mid Affordability,Low Performer
V00826,Restaurant_826,Saudi Arabia,Sarajevo,Indian,Standard,4.4,25,True,51,68.78,8.03,0.427,2.81,3098.08,50,4.2,Mid Affordability,Low Performer
V00912,Restaurant_912,Turkey,Berlin,Mexican,Standard,3.1,17,True,47,66.07,6.97,0.449,2.73,2777.78,47,3.7,Mid Affordability,Low Performer
V00056,Restaurant_56,Bosnia,Riyadh,Turkish,Standard,3.1,34,True,44,56.23,8.55,0.531,3.44,2098.1,44,4.2,Mid Affordability,Low Performer
V00728,Restaurant_728,Turkey,Berlin,Turkish,Standard,3.7,17,True,43,67.0,6.81,0.442,2.82,2588.25,43,3.6,Mid Affordability,Low Performer
V00434,Restaurant_434,UAE,Sarajevo,Turkish,Budget,2.9,17,True,45,64.96,7.31,0.459,2.98,2594.18,45,3.8,Mid Affordability,Low Performer
V00285,Restaurant_285,Turkey,Istanbul,Dessert,Premium,2.6,13,True,54,66.06,6.33,0.449,2.87,3225.83,53,3.9,Mid Affordability,Low Performer
V00211,Restaurant_211,Bangladesh,Riyadh,Indian,Premium,2.7,12,True,42,68.58,7.43,0.428,2.9,2568.18,41,4.4,Mid Affordability,Low Performer
V00335,Restaurant_335,Taiwan,Taipei,Turkish,Budget,4.7,41,True,41,54.29,7.17,0.548,2.81,1931.82,41,4.4,Mid Affordability,Low Performer
V00887,Restaurant_887,Turkey,Berlin,Turkish,Standard,3.9,13,True,50,64.09,7.2,0.466,3.45,2844.98,50,4.1,Mid Affordability,Low Performer
V00374,Restaurant_374,Saudi Arabia,Taipei,Asian,Premium,2.7,36,True,45,62.74,7.2,0.477,2.73,2499.14,45,4.2,Mid Affordability,Low Performer
V00643,Restaurant_643,Turkey,Dhaka,Asian,Premium,3.2,33,True,41,56.46,7.48,0.529,2.68,2008.25,41,4.1,Mid Affordability,Low Performer
V00642,Restaurant_642,Germany,Dubai,Italian,Standard,3.8,37,True,43,63.58,6.72,0.47,2.69,2444.94,43,4.0,Mid Affordability,Low Performer
V00450,Restaurant_450,Turkey,Dhaka,Asian,Premium,3.9,12,True,54,63.5,8.42,0.471,2.86,2974.31,54,3.7,Mid Affordability,Low Performer
V00616,Restaurant_616,UAE,Dubai,Indian,Standard,4.5,18,True,35,52.26,7.8,0.564,3.14,1555.87,35,4.2,Mid Affordability,Low Performer
V00083,Restaurant_83,Bangladesh,Riyadh,Mexican,Standard,3.1,25,True,49,60.82,7.19,0.493,2.64,2628.28,49,3.8,Mid Affordability,Low Performer
V00700,Restaurant_700,Taiwan,Dubai,Indian,Standard,3.8,15,True,46,58.24,6.81,0.515,3.38,2365.92,46,4.3,Mid Affordability,Low Performer
V00282,Restaurant_282,Bangladesh,Dubai,Mexican,Standard,3.1,38,True,37,57.4,8.58,0.522,2.61,1806.45,37,4.5,Mid Affordability,Low Performer
V00422,Restaurant_422,Bangladesh,Dhaka,Mexican,Standard,3.7,16,True,38,63.73,7.7,0.469,2.88,2129.35,38,3.8,Mid Affordability,Low Performer
V00050,Restaurant_50,UAE,Dhaka,Dessert,Budget,4.0,11,False,38,68.2,7.53,0.432,2.77,2305.61,38,4.2,Mid Affordability,Low Performer
V00944,Restaurant_944,Saudi Arabia,Istanbul,Dessert,Premium,3.2,16,True,63,63.49,7.59,0.471,2.93,3521.53,63,4.1,Mid Affordability,Low Performer
V00655,Restaurant_655,Taiwan,Istanbul,Turkish,Standard,4.3,10,True,50,55.76,8.18,0.535,2.59,2378.76,50,3.7,Mid Affordability,Low Performer
V00770,Restaurant_770,Bosnia,Dhaka,Healthy,Standard,3.2,12,False,47,66.9,8.01,0.443,3.12,2767.97,47,4.4,Mid Affordability,Low Performer
V00664,Restaurant_664,Germany,Sarajevo,Healthy,Budget,3.3,22,True,47,68.75,7.35,0.427,2.68,2885.77,46,3.9,Mid Affordability,Low Performer
V00020,Restaurant_20,Saudi Arabia,Dhaka,Dessert,Standard,4.7,27,True,35,75.15,7.1,0.374,2.51,2381.86,35,3.6,Low Affordability,Low Performer
V00038,Restaurant_38,Saudi Arabia,Taipei,Fast Food,Budget,3.1,37,True,48,55.77,6.93,0.535,3.04,2344.17,48,3.9,Mid Affordability,Low Performer
V00153,Restaurant_153,UAE,Istanbul,Indian,Standard,3.1,12,True,44,65.3,5.98,0.456,2.75,2610.07,44,4.1,Mid Affordability,Low Performer
V00530,Restaurant_530,UAE,Istanbul,Fast Food,Standard,4.1,43,True,57,65.41,6.88,0.455,2.94,3336.45,57,4.0,Mid Affordability,Low Performer
V00272,Restaurant_272,Saudi Arabia,Dubai,Italian,Standard,3.3,37,True,53,57.89,6.36,0.518,2.95,2730.68,53,3.7,Mid Affordability,Low Performer
V00288,Restaurant_288,UAE,Berlin,Fast Food,Budget,4.7,32,True,39,65.06,7.45,0.458,3.58,2246.88,39,4.4,Mid Affordability,Low Performer
V00926,Restaurant_926,UAE,Dubai,Fast Food,Premium,4.2,33,True,52,65.58,8.23,0.453,2.87,2982.31,52,3.6,Mid Affordability,Low Performer
V00244,Restaurant_244,Germany,Berlin,Mexican,Standard,2.7,20,False,53,65.62,7.99,0.453,3.1,3054.12,53,3.7,Mid Affordability,Low Performer
V00015,Restaurant_15,Saudi Arabia,Istanbul,Healthy,Standard,4.7,27,True,35,61.0,8.33,0.492,3.05,1843.48,35,4.2,Mid Affordability,Low Performer
V00818,Restaurant_818,Taiwan,Istanbul,Mexican,Standard,3.6,36,True,42,61.28,6.86,0.489,2.71,2285.66,42,3.6,Mid Affordability,Low Performer
V00647,Restaurant_647,Turkey,Riyadh,Healthy,Premium,2.9,42,True,52,55.32,7.29,0.539,3.07,2497.67,52,4.1,Mid Affordability,Low Performer
V00428,Restaurant_428,Saudi Arabia,Sarajevo,Asian,Premium,4.8,38,True,50,61.8,7.13,0.485,3.24,2733.57,50,4.1,Mid Affordability,Low Performer
V00363,Restaurant_363,Turkey,Taipei,Asian,Standard,2.8,23,True,36,62.35,8.57,0.48,2.9,1935.98,36,4.2,Mid Affordability,Low Performer
V00687,Restaurant_687,Bangladesh,Dubai,Asian,Standard,5.0,38,True,35,63.4,7.4,0.472,3.26,1959.84,35,3.6,Mid Affordability,Low Performer
V00197,Restaurant_197,Saudi Arabia,Berlin,Fast Food,Budget,2.6,38,False,46,55.04,7.04,0.541,3.33,2207.92,46,3.8,Mid Affordability,Low Performer
V00872,Restaurant_872,Taiwan,Riyadh,Fast Food,Budget,2.5,20,True,43,70.77,7.55,0.41,2.97,2718.36,43,4.1,Mid Affordability,Low Performer
V00119,Restaurant_119,Bosnia,Sarajevo,Dessert,Budget,3.5,16,True,52,70.98,7.91,0.409,2.95,3279.59,52,4.1,Mid Affordability,Low Performer
V00459,Restaurant_459,Taiwan,Dubai,Dessert,Budget,3.6,31,True,44,56.68,6.94,0.528,3.53,2188.64,44,4.3,Mid Affordability,Low Performer
V00569,Restaurant_569,Germany,Dhaka,Italian,Budget,3.7,37,True,41,65.45,7.14,0.455,3.08,2390.37,41,3.8,Mid Affordability,Low Performer
V00008,Restaurant_8,Bosnia,Istanbul,Asian,Premium,2.8,29,False,51,70.07,8.28,0.416,2.76,3151.46,51,3.5,Mid Affordability,Low Performer
V00065,Restaurant_65,Turkey,Berlin,Dessert,Standard,4.8,29,False,44,57.59,7.22,0.52,2.66,2216.19,44,4.3,Mid Affordability,Low Performer
V00177,Restaurant_177,Bosnia,Dubai,Asian,Premium,3.2,35,True,43,57.23,6.83,0.523,3.18,2167.0,43,3.6,Mid Affordability,Low Performer
V00630,Restaurant_630,Saudi Arabia,Dhaka,Turkish,Standard,3.2,39,True,35,70.4,7.98,0.413,3.16,2184.48,35,4.2,Mid Affordability,Low Performer
V00780,Restaurant_780,Saudi Arabia,Istanbul,Mexican,Standard,2.9,16,False,39,67.3,7.13,0.439,3.07,2346.67,39,4.2,Mid Affordability,Low Performer
V00585,Restaurant_585,Bosnia,Istanbul,Italian,Standard,4.7,44,True,49,54.9,7.0,0.542,2.86,2347.11,48,3.4,Mid Affordability,Low Performer
V00608,Restaurant_608,Bosnia,Dubai,Healthy,Budget,4.0,32,False,47,65.06,7.76,0.458,2.69,2693.4,46,3.5,Mid Affordability,Low Performer
V00224,Restaurant_224,Germany,Sarajevo,Turkish,Budget,4.5,29,True,39,62.96,6.58,0.475,2.8,2198.83,39,3.9,Mid Affordability,Low Performer
V00318,Restaurant_318,Turkey,Dubai,Turkish,Budget,4.5,43,True,49,65.4,7.61,0.455,3.1,2831.38,49,4.1,Mid Affordability,Low Performer
V00096,Restaurant_96,Bangladesh,Dhaka,Mexican,Standard,3.3,12,True,41,61.93,6.54,0.484,2.61,2271.02,41,4.1,Mid Affordability,Low Performer
V00852,Restaurant_852,Saudi Arabia,Dubai,Fast Food,Standard,2.9,11,True,51,52.95,6.98,0.559,3.25,2344.45,51,3.9,Mid Affordability,Low Performer
V00772,Restaurant_772,Taiwan,Istanbul,Asian,Budget,2.7,39,True,31,61.22,7.42,0.49,2.68,1667.89,31,3.9,Mid Affordability,Low Performer
V00730,Restaurant_730,Bosnia,Berlin,Fast Food,Premium,3.0,41,True,51,62.86,7.13,0.476,3.31,2842.5,51,4.3,Mid Affordability,Low Performer
V00554,Restaurant_554,Taiwan,Dubai,Italian,Standard,3.1,27,True,43,61.82,7.78,0.485,2.77,2323.83,43,4.3,Mid Affordability,Low Performer
V00866,Restaurant_866,UAE,Berlin,Indian,Standard,4.9,13,True,41,62.36,7.37,0.48,3.02,2254.38,41,4.2,Mid Affordability,Low Performer
V00061,Restaurant_61,Bangladesh,Dhaka,Healthy,Premium,3.1,38,True,36,58.75,7.67,0.51,2.82,1838.76,36,4.2,Mid Affordability,Low Performer
V00194,Restaurant_194,UAE,Dhaka,Italian,Budget,4.0,29,True,41,55.24,7.56,0.54,2.78,1954.98,41,3.6,Mid Affordability,Low Performer
V00734,Restaurant_734,Taiwan,Istanbul,Italian,Standard,3.4,38,False,40,58.41,7.97,0.513,3.12,2017.55,40,4.1,Mid Affordability,Low Performer
V00406,Restaurant_406,UAE,Sarajevo,Indian,Standard,2.9,15,True,41,66.66,7.27,0.444,2.99,2435.03,41,3.7,Mid Affordability,Low Performer
V00241,Restaurant_241,Bangladesh,Berlin,Italian,Standard,4.2,29,True,44,59.72,7.59,0.502,2.79,2293.76,44,4.1,Mid Affordability,Low Performer
V00451,Restaurant_451,Turkey,Istanbul,Healthy,Standard,2.8,19,True,44,62.74,6.52,0.477,2.94,2473.98,44,3.9,Mid Affordability,Low Performer
V00529,Restaurant_529,Bosnia,Istanbul,Fast Food,Budget,3.7,14,True,47,62.2,7.11,0.482,2.88,2589.14,47,4.4,Mid Affordability,Low Performer
V00097,Restaurant_97,Saudi Arabia,Dubai,Fast Food,Standard,3.7,38,True,36,66.42,5.77,0.447,3.08,2183.24,36,4.2,Mid Affordability,Low Performer
V00076,Restaurant_76,UAE,Berlin,Dessert,Budget,3.4,41,False,39,66.1,7.91,0.449,3.51,2269.53,39,3.7,Mid Affordability,Low Performer
V00584,Restaurant_584,Taiwan,Riyadh,Healthy,Budget,4.6,28,True,53,62.23,8.31,0.481,2.68,2858.14,53,4.2,Mid Affordability,Low Performer
V00656,Restaurant_656,Turkey,Riyadh,Dessert,Standard,4.4,43,True,51,64.27,8.07,0.464,3.12,2866.18,51,3.8,Mid Affordability,Low Performer
V00888,Restaurant_888,Turkey,Taipei,Italian,Budget,2.6,10,True,45,60.76,8.88,0.494,3.19,2334.48,45,3.5,Mid Affordability,Low Performer
V00208,Restaurant_208,Saudi Arabia,Dhaka,Healthy,Budget,2.7,31,True,45,63.89,6.87,0.468,2.85,2566.22,45,3.9,Mid Affordability,Low Performer
V00358,Restaurant_358,Germany,Taipei,Indian,Budget,4.7,27,True,48,57.39,6.6,0.522,3.14,2437.86,48,4.5,Mid Affordability,Low Performer
V00249,Restaurant_249,Saudi Arabia,Dhaka,Dessert,Standard,3.9,43,True,45,66.98,7.79,0.442,2.82,2663.68,45,4.0,Mid Affordability,Low Performer
V00549,Restaurant_549,Turkey,Taipei,Healthy,Budget,4.0,15,True,53,61.56,7.83,0.487,3.06,2848.1,53,4.2,Mid Affordability,Low Performer
V00848,Restaurant_848,Saudi Arabia,Taipei,Italian,Standard,3.9,34,True,41,65.69,6.91,0.453,2.81,2410.14,41,3.4,Mid Affordability,Low Performer
V00939,Restaurant_939,Bangladesh,Sarajevo,Turkish,Standard,4.3,39,True,42,66.0,7.04,0.45,2.76,2476.04,42,4.3,Mid Affordability,Low Performer
V00923,Restaurant_923,Bosnia,Taipei,Dessert,Standard,3.3,25,True,56,61.56,6.56,0.487,3.13,3080.11,56,4.1,Mid Affordability,Low Performer
V00506,Restaurant_506,Germany,Dhaka,Indian,Budget,4.9,41,True,48,56.48,7.01,0.529,3.07,2374.54,48,4.3,Mid Affordability,Low Performer
V00103,Restaurant_103,Saudi Arabia,Dhaka,Asian,Standard,4.0,24,True,53,70.26,7.82,0.414,2.94,3309.69,53,4.1,Mid Affordability,Low Performer
V00449,Restaurant_449,UAE,Dubai,Fast Food,Standard,2.9,16,True,44,59.61,6.2,0.503,3.2,2350.16,44,4.0,Mid Affordability,Low Performer
V00016,Restaurant_16,UAE,Dhaka,Italian,Standard,4.5,23,True,60,71.16,7.92,0.407,2.67,3794.45,60,3.7,Mid Affordability,Low Performer
V00761,Restaurant_761,Taiwan,Riyadh,Fast Food,Premium,2.8,25,True,49,62.8,8.21,0.477,3.09,2674.98,49,3.8,Mid Affordability,Low Performer
V00538,Restaurant_538,Bangladesh,Riyadh,Italian,Standard,3.9,19,True,51,59.98,8.93,0.5,2.94,2603.27,51,3.6,Mid Affordability,Low Performer
V00357,Restaurant_357,UAE,Taipei,Asian,Premium,2.7,13,True,54,56.84,8.09,0.526,2.98,2632.89,54,4.1,Mid Affordability,Low Performer
V00914,Restaurant_914,UAE,Riyadh,Fast Food,Standard,2.6,29,True,45,57.52,8.03,0.521,3.17,2226.89,45,4.2,Mid Affordability,Low Performer
V00597,Restaurant_597,Turkey,Sarajevo,Dessert,Budget,4.9,41,True,48,64.96,8.57,0.459,3.16,2706.53,48,4.5,Mid Affordability,Low Performer
V00785,Restaurant_785,Turkey,Sarajevo,Asian,Premium,4.5,13,True,43,66.91,7.97,0.442,3.43,2534.56,43,3.9,Mid Affordability,Low Performer
V00229,Restaurant_229,Bosnia,Berlin,Italian,Budget,4.5,35,True,39,51.14,7.91,0.574,3.24,1685.97,39,3.6,Mid Affordability,Low Performer
V00140,Restaurant_140,Saudi Arabia,Sarajevo,Indian,Standard,4.5,43,True,44,62.27,7.27,0.481,2.81,2420.18,44,4.0,Mid Affordability,Low Performer
V00337,Restaurant_337,UAE,Sarajevo,Dessert,Standard,4.6,10,True,47,60.58,7.23,0.495,3.34,2507.29,47,3.7,Mid Affordability,Low Performer
V00009,Restaurant_9,Turkey,Berlin,Dessert,Budget,4.5,28,True,43,71.01,7.95,0.408,2.96,2711.6,43,3.7,Mid Affordability,Low Performer
V00697,Restaurant_697,Germany,Berlin,Fast Food,Standard,3.0,41,True,49,58.63,6.71,0.511,3.09,2543.92,49,4.1,Mid Affordability,Low Performer
V00157,Restaurant_157,Taiwan,Dhaka,Fast Food,Standard,3.6,17,False,49,63.48,8.33,0.471,3.11,2702.5,49,4.3,Mid Affordability,Low Performer
V00062,Restaurant_62,Turkey,Istanbul,Fast Food,Budget,4.9,34,True,46,67.65,7.52,0.436,2.93,2766.06,45,3.6,Mid Affordability,Low Performer
V00557,Restaurant_557,Bosnia,Riyadh,Fast Food,Standard,4.8,24,True,42,53.25,6.71,0.556,3.23,1954.62,42,3.9,Mid Affordability,Low Performer
V00253,Restaurant_253,UAE,Sarajevo,Healthy,Budget,4.8,20,True,45,64.86,6.93,0.459,3.05,2606.82,45,3.9,Mid Affordability,Low Performer
V00905,Restaurant_905,Germany,Sarajevo,Indian,Budget,3.1,39,True,43,64.44,6.89,0.463,3.35,2474.6,43,4.2,Mid Affordability,Low Performer
V00515,Restaurant_515,Taiwan,Dhaka,Turkish,Premium,2.8,37,True,41,68.44,7.49,0.43,3.07,2498.84,41,3.6,Mid Affordability,Low Performer
V00886,Restaurant_886,Germany,Berlin,Asian,Standard,4.0,16,True,53,67.41,7.51,0.438,3.02,3174.76,53,3.8,Mid Affordability,Low Performer
V00354,Restaurant_354,UAE,Taipei,Mexican,Budget,3.6,24,True,38,63.41,6.88,0.471,3.28,2148.36,37,4.1,Mid Affordability,Low Performer
V00491,Restaurant_491,Bangladesh,Berlin,Italian,Premium,2.7,31,False,37,58.6,7.61,0.512,3.03,1886.4,37,4.5,Mid Affordability,Low Performer
V00329,Restaurant_329,Saudi Arabia,Riyadh,Mexican,Standard,3.6,10,True,59,65.22,7.03,0.457,2.98,3433.06,59,3.7,Mid Affordability,Low Performer
V00773,Restaurant_773,Saudi Arabia,Berlin,Turkish,Standard,3.0,10,True,45,69.78,6.79,0.419,2.61,2834.61,45,3.9,Mid Affordability,Low Performer
V00979,Restaurant_979,UAE,Sarajevo,Italian,Premium,4.3,44,False,36,67.36,7.44,0.439,3.52,2157.13,36,4.3,Mid Affordability,Low Performer
V00551,Restaurant_551,Bangladesh,Berlin,Turkish,Budget,4.6,37,True,37,64.26,7.92,0.465,2.47,2084.8,37,3.9,Mid Affordability,Low Performer
V00819,Restaurant_819,Taiwan,Dubai,Indian,Premium,3.3,41,False,44,70.12,7.75,0.416,2.95,2744.07,44,4.3,Mid Affordability,Low Performer
V00634,Restaurant_634,Bosnia,Riyadh,Italian,Premium,4.1,19,False,41,58.77,7.14,0.51,3.01,2116.87,41,3.6,Mid Affordability,Low Performer
V00137,Restaurant_137,Bosnia,Istanbul,Asian,Budget,3.9,20,True,38,61.28,6.96,0.489,2.95,2063.93,38,3.8,Mid Affordability,Low Performer
